Previous Crop,Soil Type,Moisture Level,Nitrogen (N),Phosphorus (P),Potassium (K),Recommended Crop
Peach,Sandy,29.03,310.86,103.39,396.45,Soybean
Maize,Saline,30.78,397.32,89.8,360.29,Rice
Tomato,Clayey,28.19,280.56,71.98,602.28,Potato
Bell Pepper,Loamy,20.08,162.5,116.11,558.19,Soybean
Soybean,Saline,20.2,382.01,52.56,639.51,Rice
Potato,Clayey,35.46,371.63,62.15,690.46,Potato
Chilli,Loamy,38.93,271.8,115.19,458.48,Tomato
Maize,Loamy,24.59,236.72,87.89,458.71,Soybean
Potato,Sandy,30.89,186.99,87.17,698.93,Soybean
Maize,Saline,26.12,382.16,91.29,662.97,Rice
Rice,Loamy,29.55,280.57,62.17,437.19,Soybean
Maize,Clayey,22.36,345.61,55.45,694.13,Maize
Rice,Saline,34.51,304.25,62.77,582.88,Rice
Rice,Sandy,30.33,179.28,73.01,588.55,Maize
Soybean,Loamy,26.17,161.96,111.34,401.16,Soybean
Maize,Loamy,33.27,244.55,117.18,549.08,Tomato
Tomato,Loamy,30.22,151.87,70.64,466.76,Bell Pepper
Rice,Clayey,28.09,202.79,106.54,454.7,Potato
Soybean,Saline,30.66,379.28,63.54,609.03,Rice
Maize,Clayey,39.07,294.91,106.51,464.92,Potato
Chilli,Loamy,21.39,323.59,91.68,458.67,Bell Pepper
Soybean,Sandy,38.48,344.86,110.94,670.54,Soybean
Chilli,Clayey,22.53,386.67,58.2,594.69,Corn
Rice,Sandy,24.13,188.33,84.59,380.65,Soybean
Potato,Clayey,39.58,293.92,81.51,592.53,Potato
Bell Pepper,Sandy,36.2,247.21,94.44,618.63,Soybean
Rice,Sandy,27.03,245.47,62.95,383.36,Maize
Peach,Loamy,28.09,320.19,115.18,358.44,Maize
Peach,Loamy,25.98,200.77,90.92,412.63,Peach
Tomato,Saline,24.5,308.53,118.53,694.09,Rice
Soybean,Loamy,21.22,240.81,51.4,386.41,Chilli
Bell Pepper,Saline,20.67,179.65,56.76,656.68,Chilli
Chilli,Loamy,30.03,361.98,115.79,462.86,Tomato
Corn,Sandy,30.6,185.77,73.39,323.98,Maize
Peach,Saline,35.23,276.48,55.92,391.21,Rice
Bell Pepper,Loamy,21.9,219.44,111.41,636.56,Bell Pepper
Tomato,Clayey,30.29,388.34,106.51,560.65,Potato
Maize,Loamy,38.49,303.4,80.24,643.93,Tomato
Bell Pepper,Loamy,37.05,309.27,60.34,571.73,Tomato
Maize,Clayey,30.69,285.72,91.05,441.22,Potato
Soybean,Loamy,22.67,374.11,60.41,313.28,Chilli
Maize,Saline,23.12,225.68,72.56,563.06,Chilli
Soybean,Loamy,29.55,292.06,111.43,377.12,Peach
Rice,Loamy,32.35,206.18,99.72,377.76,Tomato
Soybean,Clayey,39.57,198.96,102.59,610.13,Potato
Chilli,Clayey,36.63,270.36,63.01,305.63,Corn
Bell Pepper,Loamy,28.29,218.51,55.31,690.49,Peach
Potato,Clayey,27.0,337.09,66.29,382.54,Corn
Maize,Sandy,20.27,160.63,98.65,345.26,Soybean
Bell Pepper,Clayey,20.15,179.15,111.46,571.46,Maize
Bell Pepper,Saline,29.49,304.96,88.36,383.22,Rice
Maize,Loamy,21.39,168.88,105.3,671.08,Bell Pepper
Tomato,Clayey,23.13,229.55,86.23,621.9,Rice
Potato,Loamy,39.61,306.53,107.03,433.13,Tomato
Maize,Saline,34.34,204.17,117.16,587.8,Chilli
Corn,Sandy,29.05,344.53,55.76,553.43,Maize
Corn,Sandy,37.16,389.99,51.07,598.22,Maize
Rice,Loamy,23.55,384.1,117.73,451.21,Maize
Bell Pepper,Clayey,27.79,171.83,115.69,550.47,Potato
Soybean,Sandy,25.9,329.94,59.12,536.63,Maize
Corn,Loamy,39.91,339.31,102.08,403.82,Tomato
Corn,Loamy,38.02,194.19,93.24,413.69,Bell Pepper
Peach,Sandy,30.52,173.51,80.76,670.16,Soybean
Potato,Loamy,28.48,175.93,79.95,329.89,Corn
Chilli,Sandy,39.96,274.22,78.4,607.13,Maize
Corn,Sandy,24.13,368.37,96.18,637.76,Soybean
Bell Pepper,Clayey,28.16,233.05,107.66,525.16,Potato
Chilli,Loamy,34.24,191.55,97.13,349.37,Bell Pepper
Tomato,Sandy,34.08,300.71,80.74,313.68,Soybean
Soybean,Sandy,31.48,244.01,57.63,324.96,Maize
Rice,Clayey,39.04,395.57,64.93,416.55,Potato
Chilli,Sandy,24.94,282.04,112.16,374.29,Soybean
Tomato,Clayey,31.37,153.87,100.23,470.64,Potato
Chilli,Sandy,36.21,340.52,82.57,310.35,Soybean
Chilli,Loamy,24.65,384.05,117.12,646.68,Rice
Chilli,Loamy,37.42,337.54,71.27,654.28,Tomato
Maize,Loamy,32.78,219.79,89.49,364.92,Tomato
Soybean,Clayey,27.62,366.39,85.18,350.7,Corn
Corn,Loamy,32.95,296.6,78.58,341.27,Tomato
Chilli,Clayey,38.56,278.86,73.06,660.28,Potato
Chilli,Saline,39.76,197.3,60.37,655.06,Chilli
Maize,Clayey,25.63,256.97,82.31,556.32,Potato
Bell Pepper,Saline,38.18,323.55,50.87,346.72,Rice
Tomato,Clayey,20.77,356.88,76.32,659.81,Potato
Potato,Sandy,20.15,370.85,97.9,611.69,Soybean
Chilli,Clayey,32.03,287.85,119.62,315.16,Corn
Maize,Sandy,29.63,368.32,111.26,643.85,Soybean
Soybean,Clayey,29.38,390.11,65.4,371.79,Corn
Potato,Clayey,24.68,326.13,61.36,636.72,Soybean
Bell Pepper,Saline,31.95,366.86,82.37,637.95,Rice
Peach,Saline,20.34,387.45,65.53,511.09,Rice
Bell Pepper,Sandy,28.68,238.44,78.81,413.94,Maize
Peach,Sandy,27.34,354.78,119.94,559.97,Soybean
Maize,Loamy,23.86,303.58,110.84,582.13,Chilli
Soybean,Loamy,30.21,343.2,93.42,661.89,Tomato
Potato,Saline,33.81,178.07,83.11,636.57,Chilli
Peach,Sandy,36.26,377.1,83.35,316.98,Soybean
Chilli,Loamy,29.24,330.1,115.96,612.23,Soybean
Corn,Sandy,24.8,212.8,61.76,333.45,Maize
Corn,Saline,24.2,319.7,55.39,652.36,Rice
Chilli,Sandy,31.58,314.6,79.5,319.16,Maize
Soybean,Saline,27.79,288.11,81.83,682.58,Rice
Rice,Loamy,26.35,194.43,113.95,683.79,Soybean
Bell Pepper,Sandy,30.46,280.27,117.04,529.65,Soybean
Peach,Sandy,31.13,309.13,66.39,560.65,Maize
Corn,Loamy,24.68,287.8,64.76,578.44,Chilli
Chilli,Clayey,27.57,233.42,88.72,593.37,Potato
Potato,Clayey,34.15,325.73,118.76,474.26,Potato
Potato,Saline,27.75,309.82,104.35,441.35,Rice
Peach,Sandy,28.88,208.19,54.19,521.27,Maize
Rice,Loamy,32.8,244.61,108.19,365.59,Tomato
Tomato,Saline,23.82,267.93,110.6,660.42,Rice
Tomato,Loamy,37.34,362.77,72.99,547.4,Tomato
Maize,Clayey,26.77,176.11,72.49,681.51,Potato
Soybean,Sandy,33.75,250.42,87.08,472.42,Soybean
Soybean,Saline,25.94,173.47,113.49,527.43,Chilli
Bell Pepper,Clayey,32.96,318.84,61.88,345.58,Corn
Bell Pepper,Clayey,25.55,252.02,90.81,375.06,Corn
Tomato,Sandy,34.96,223.07,84.3,332.77,Soybean
Peach,Sandy,22.1,361.2,73.04,575.84,Maize
Corn,Sandy,26.15,398.72,94.24,580.23,Soybean
Corn,Sandy,31.35,332.04,75.61,615.13,Maize
Chilli,Saline,32.66,152.43,57.42,604.37,Chilli
Peach,Sandy,22.76,393.38,110.79,678.14,Soybean
Corn,Saline,26.39,184.91,65.35,387.54,Chilli
Rice,Sandy,22.04,224.03,93.09,342.96,Soybean
Soybean,Saline,36.69,253.95,118.82,658.47,Rice
Rice,Saline,39.67,185.88,67.66,393.59,Chilli
Corn,Sandy,25.68,256.55,84.02,612.39,Soybean
Chilli,Loamy,29.66,375.37,96.66,677.99,Chilli
Bell Pepper,Saline,30.13,215.81,114.39,452.31,Chilli
Peach,Saline,23.29,216.48,111.11,494.19,Chilli
Peach,Loamy,33.35,297.65,118.85,389.54,Tomato
Corn,Saline,30.34,317.32,90.81,537.03,Rice
Maize,Clayey,30.28,298.66,52.56,359.08,Corn
Corn,Clayey,21.17,169.46,59.42,304.51,Peach
Bell Pepper,Loamy,21.6,369.98,113.83,657.65,Tomato
Bell Pepper,Loamy,39.29,333.43,84.08,410.76,Tomato
Chilli,Sandy,38.79,293.16,72.29,368.94,Maize
Tomato,Saline,20.36,261.59,100.37,610.07,Rice
Bell Pepper,Clayey,30.81,393.72,117.01,524.55,Potato
Bell Pepper,Loamy,21.3,359.46,100.43,439.53,Soybean
Soybean,Sandy,35.86,215.17,69.18,507.72,Maize
Rice,Loamy,20.99,306.63,62.07,353.75,Bell Pepper
Soybean,Clayey,30.99,208.45,88.16,645.74,Potato
Corn,Loamy,32.39,292.75,60.9,400.44,Tomato
Bell Pepper,Loamy,21.92,333.03,111.1,546.99,Corn
Potato,Saline,31.89,266.41,64.59,574.48,Rice
Corn,Clayey,38.83,225.38,97.96,348.2,Corn
Chilli,Saline,21.95,235.23,54.36,302.85,Chilli
Chilli,Loamy,33.69,365.32,59.86,526.75,Tomato
Corn,Clayey,25.43,167.6,97.14,464.11,Potato
Peach,Sandy,25.47,378.04,98.18,695.62,Soybean
Tomato,Saline,30.88,214.63,112.86,535.26,Chilli
Rice,Saline,38.56,303.9,119.4,659.38,Rice
Tomato,Sandy,24.61,275.51,101.23,488.48,Soybean
Chilli,Loamy,39.87,228.57,63.31,547.34,Tomato
Chilli,Sandy,21.83,374.81,83.05,509.25,Soybean
Corn,Clayey,38.8,356.96,53.57,409.74,Potato
Chilli,Saline,20.36,287.94,95.0,404.39,Rice
Peach,Clayey,23.24,251.84,92.5,639.84,Maize
Tomato,Loamy,39.53,319.05,59.42,569.46,Tomato
Chilli,Sandy,25.32,179.65,111.91,572.03,Soybean
Maize,Clayey,20.14,386.82,56.93,535.86,Rice
Potato,Saline,37.7,372.3,55.59,440.56,Rice
Maize,Clayey,38.28,277.8,67.62,500.7,Potato
Corn,Saline,34.89,358.69,117.13,438.41,Rice
Potato,Loamy,38.79,379.83,116.09,403.66,Tomato
Bell Pepper,Sandy,25.31,182.87,60.21,539.63,Maize
Maize,Clayey,32.91,215.93,78.14,350.73,Corn
Peach,Loamy,34.85,202.74,84.81,464.35,Tomato
Rice,Loamy,39.47,316.2,95.96,677.08,Tomato
Peach,Clayey,37.96,395.77,88.64,688.23,Potato
Peach,Clayey,21.18,158.08,81.63,529.78,Tomato
Maize,Saline,26.78,398.77,73.77,633.11,Rice
Potato,Loamy,32.3,178.86,117.77,373.12,Bell Pepper
Corn,Sandy,37.11,305.84,58.42,646.86,Maize
Chilli,Loamy,25.59,319.78,79.05,475.73,Rice
Maize,Sandy,20.16,159.3,60.47,553.67,Maize
Maize,Clayey,23.74,233.27,86.53,321.33,Potato
Maize,Saline,28.51,266.87,101.89,446.34,Rice
Soybean,Saline,21.22,376.78,89.85,419.02,Rice
Tomato,Clayey,20.85,325.5,61.06,420.07,Potato
Rice,Saline,28.03,306.92,74.86,354.93,Rice
Corn,Clayey,32.96,182.35,69.79,570.68,Potato
Bell Pepper,Saline,34.21,222.5,94.06,525.85,Chilli
Tomato,Loamy,30.66,259.91,54.34,525.63,Tomato
Maize,Saline,28.72,225.49,80.06,397.77,Chilli
Potato,Sandy,20.38,259.39,92.78,378.08,Soybean
Maize,Loamy,25.25,380.02,111.18,479.37,Maize
Potato,Saline,33.4,301.31,99.28,408.21,Rice
Peach,Loamy,28.99,279.61,117.21,317.48,Tomato
Soybean,Loamy,25.28,284.43,105.11,609.09,Bell Pepper
Corn,Sandy,24.59,343.33,101.73,394.08,Soybean
Corn,Sandy,20.35,393.78,110.78,698.22,Soybean
Bell Pepper,Clayey,36.5,395.47,100.62,549.17,Potato
Chilli,Loamy,37.56,314.78,113.14,636.7,Tomato
Bell Pepper,Saline,27.31,242.06,59.76,510.8,Chilli
Peach,Sandy,34.03,297.66,111.46,668.44,Soybean
Tomato,Loamy,21.3,167.01,58.62,371.25,Rice
Bell Pepper,Clayey,37.77,190.45,101.25,414.24,Potato
Corn,Clayey,38.14,372.71,100.39,370.09,Corn
Soybean,Loamy,23.14,337.04,104.56,629.36,Corn
Peach,Clayey,35.61,211.12,58.15,373.99,Corn
Bell Pepper,Saline,29.46,252.99,110.69,538.76,Rice
Potato,Saline,33.62,165.57,53.63,553.73,Chilli
Soybean,Saline,29.49,366.12,59.86,643.94,Rice
Rice,Saline,21.57,225.33,101.5,371.64,Chilli
Corn,Sandy,36.8,286.72,118.94,598.27,Soybean
Maize,Saline,21.71,396.54,70.9,365.58,Rice
Corn,Sandy,27.2,195.12,116.81,699.52,Soybean
Peach,Sandy,39.72,370.57,92.95,651.86,Soybean
Potato,Sandy,28.53,214.66,64.55,371.38,Maize
Bell Pepper,Clayey,36.41,178.68,115.64,590.09,Potato
Peach,Sandy,23.38,155.51,118.78,674.7,Soybean
Soybean,Clayey,36.6,359.85,96.38,337.15,Corn
Potato,Saline,29.22,150.48,101.5,571.97,Chilli
Maize,Clayey,30.2,388.05,101.29,660.08,Potato
Chilli,Loamy,39.37,195.87,57.3,556.21,Bell Pepper
Bell Pepper,Clayey,37.72,353.03,68.01,530.13,Potato
Corn,Loamy,26.96,365.41,54.29,314.78,Chilli
Potato,Clayey,38.99,171.23,104.65,502.94,Potato
Bell Pepper,Sandy,22.06,245.64,85.31,664.72,Soybean
Tomato,Loamy,20.52,219.22,82.49,653.69,Maize
Peach,Clayey,30.65,153.84,110.82,461.66,Potato
Corn,Saline,35.4,255.84,59.63,484.12,Rice
Rice,Clayey,24.42,271.31,114.38,440.21,Rice
Tomato,Loamy,21.61,319.87,56.31,651.65,Chilli
Tomato,Saline,36.91,211.07,76.24,426.71,Chilli
Bell Pepper,Loamy,39.73,361.63,79.87,461.94,Tomato
Potato,Sandy,33.89,269.9,109.94,449.72,Soybean
Rice,Sandy,39.51,317.67,101.09,555.68,Soybean
Chilli,Clayey,36.65,267.04,111.07,307.65,Corn
Potato,Clayey,25.04,170.36,55.47,440.6,Potato
Chilli,Clayey,22.2,399.75,97.23,690.57,Soybean
Maize,Clayey,36.18,344.65,114.02,388.87,Corn
Potato,Loamy,33.19,395.3,73.96,363.97,Tomato
Bell Pepper,Loamy,36.26,355.56,52.53,566.03,Tomato
Chilli,Clayey,34.37,264.36,106.64,443.58,Potato
Corn,Clayey,30.1,322.6,106.42,438.74,Potato
Chilli,Sandy,38.82,358.86,56.68,536.85,Maize
Bell Pepper,Clayey,35.07,310.93,69.59,449.04,Potato
Corn,Sandy,20.17,312.64,61.46,622.95,Maize
Tomato,Sandy,34.09,200.2,83.92,613.14,Soybean
Soybean,Clayey,30.88,177.41,54.4,402.41,Potato
Potato,Loamy,22.77,333.62,58.5,587.03,Corn
Rice,Sandy,28.7,291.41,75.29,467.61,Maize
Bell Pepper,Sandy,30.48,333.12,65.41,404.53,Maize
Maize,Clayey,29.37,295.71,106.01,541.9,Potato
Rice,Loamy,28.69,153.15,60.17,442.29,Rice
Corn,Saline,32.62,393.19,86.29,656.55,Rice
Chilli,Sandy,33.17,180.72,78.83,668.69,Maize
Rice,Clayey,33.95,327.64,70.37,349.15,Corn
Corn,Loamy,35.23,303.68,89.87,306.28,Tomato
Soybean,Loamy,36.66,211.95,78.23,691.71,Tomato
Chilli,Loamy,31.48,356.94,83.88,476.79,Tomato
Potato,Sandy,21.46,215.46,106.37,358.17,Soybean
Tomato,Saline,27.3,167.61,102.44,413.94,Chilli
Soybean,Loamy,20.08,323.28,53.2,378.87,Bell Pepper
Chilli,Sandy,31.9,231.52,75.08,410.81,Maize
Soybean,Clayey,39.5,190.77,89.73,633.39,Potato
Potato,Loamy,36.54,194.06,103.92,441.05,Bell Pepper
Corn,Sandy,29.72,153.95,85.12,414.85,Soybean
Chilli,Saline,34.16,226.12,85.27,417.99,Chilli
Bell Pepper,Loamy,34.84,219.06,115.74,472.25,Tomato
Rice,Saline,31.9,270.46,103.36,444.12,Rice
Tomato,Sandy,37.71,269.85,64.75,407.22,Maize
Peach,Clayey,26.44,319.83,84.26,567.89,Potato
Maize,Sandy,33.47,278.03,93.16,341.44,Soybean
Corn,Saline,21.29,353.44,114.59,611.43,Rice
Bell Pepper,Saline,22.76,368.61,58.14,481.91,Rice
Maize,Clayey,38.77,287.99,76.15,345.66,Corn
Peach,Loamy,30.86,361.89,89.99,583.18,Tomato
Chilli,Sandy,35.09,397.57,57.29,514.16,Maize
Soybean,Clayey,37.39,315.47,97.7,341.5,Corn
Bell Pepper,Loamy,38.68,197.74,82.66,404.73,Bell Pepper
Tomato,Clayey,21.8,283.34,90.73,472.29,Bell Pepper
Potato,Saline,34.04,165.28,99.86,556.69,Chilli
Rice,Loamy,32.6,344.86,90.68,329.48,Tomato
Soybean,Clayey,32.0,160.6,103.03,526.1,Potato
Corn,Sandy,22.91,270.56,67.44,520.69,Maize
Maize,Clayey,35.46,382.65,62.24,448.52,Potato
Corn,Loamy,26.31,362.13,57.91,524.28,Maize
Corn,Clayey,24.44,162.45,87.66,368.37,Rice
Bell Pepper,Clayey,34.15,245.56,92.26,495.02,Potato
Potato,Sandy,24.31,231.45,98.29,624.77,Soybean
Maize,Loamy,29.97,167.77,102.06,460.7,Chilli
Maize,Loamy,26.35,177.68,61.1,365.47,Chilli
Maize,Saline,36.47,291.2,117.82,438.78,Rice
Corn,Clayey,39.09,231.25,112.21,320.24,Corn
Bell Pepper,Loamy,36.49,160.81,78.1,331.91,Bell Pepper
Corn,Loamy,27.94,362.85,81.75,540.51,Soybean
Maize,Loamy,23.26,286.28,93.87,449.5,Corn
Potato,Sandy,33.97,325.79,61.5,676.71,Maize
Potato,Sandy,38.07,323.99,69.73,522.28,Maize
Maize,Sandy,28.03,169.91,116.75,395.39,Soybean
Chilli,Loamy,20.82,151.08,62.67,577.85,Rice
Tomato,Sandy,22.49,361.18,87.86,604.99,Soybean
Maize,Loamy,27.65,392.88,57.03,467.13,Tomato
Bell Pepper,Sandy,29.99,289.67,50.92,516.09,Maize
Bell Pepper,Clayey,25.81,278.92,112.17,624.55,Potato
Bell Pepper,Loamy,29.75,179.86,76.63,556.17,Potato
Maize,Saline,39.18,289.76,90.26,572.59,Rice
Bell Pepper,Clayey,21.54,155.29,108.43,525.02,Tomato
Bell Pepper,Clayey,36.07,347.65,62.43,581.81,Potato
Peach,Clayey,29.11,279.81,107.17,464.95,Potato
Peach,Saline,33.07,329.18,56.68,385.7,Rice
Rice,Saline,39.39,269.26,100.75,489.06,Rice
Chilli,Saline,29.19,334.94,52.72,605.04,Rice
Soybean,Sandy,21.92,287.82,111.69,368.89,Soybean
Corn,Sandy,36.56,283.36,56.36,306.07,Maize
Bell Pepper,Clayey,25.29,242.79,87.12,416.12,Potato
Rice,Saline,38.1,221.45,89.05,379.97,Chilli
Potato,Clayey,21.64,341.47,112.35,535.32,Rice
Soybean,Clayey,24.56,327.62,90.56,347.77,Soybean
Rice,Saline,39.36,375.31,63.75,335.52,Rice
Potato,Sandy,37.61,346.69,91.46,322.77,Soybean
Maize,Clayey,24.38,168.44,74.69,549.1,Rice
Chilli,Clayey,35.53,388.53,81.38,398.47,Corn
Peach,Loamy,21.73,337.4,64.08,305.1,Chilli
Maize,Saline,23.16,236.46,99.05,448.74,Chilli
Maize,Clayey,23.65,311.26,63.22,362.84,Corn
Rice,Saline,20.86,341.06,72.36,461.51,Rice
Chilli,Loamy,29.69,184.15,119.37,404.99,Bell Pepper
Tomato,Saline,27.81,391.53,79.42,614.35,Rice
Bell Pepper,Loamy,31.79,312.65,107.29,604.6,Tomato
Chilli,Loamy,33.77,154.99,83.96,616.85,Bell Pepper
Rice,Sandy,31.91,288.35,108.47,566.77,Soybean
Potato,Clayey,25.57,198.54,70.86,613.33,Potato
Soybean,Clayey,21.65,212.78,86.06,545.34,Potato
Potato,Saline,34.64,167.23,89.11,618.5,Chilli
Maize,Saline,26.18,254.35,57.89,350.07,Rice
Chilli,Loamy,24.94,216.15,95.68,566.15,Maize
Tomato,Loamy,33.81,359.12,104.8,513.14,Tomato
Tomato,Saline,28.84,365.16,84.36,345.12,Rice
Tomato,Saline,24.09,156.72,111.86,622.36,Chilli
Chilli,Saline,35.33,343.15,104.39,443.01,Rice
Corn,Loamy,36.13,159.68,63.9,541.16,Bell Pepper
Tomato,Saline,39.71,261.77,115.2,425.75,Rice
Rice,Loamy,29.36,176.07,109.59,453.45,Soybean
Peach,Clayey,20.73,290.22,75.0,466.12,Soybean
Corn,Clayey,30.35,389.02,86.82,386.35,Corn
Potato,Loamy,20.47,207.66,64.72,536.98,Tomato
Corn,Loamy,38.95,359.88,95.16,447.28,Tomato
Bell Pepper,Loamy,23.5,345.91,62.35,433.94,Maize
Chilli,Loamy,38.51,339.99,92.06,366.09,Tomato
Corn,Sandy,39.0,216.68,75.46,327.5,Maize
Chilli,Clayey,35.51,304.9,58.86,528.46,Potato
Peach,Clayey,21.75,171.37,66.2,451.39,Chilli
Maize,Sandy,31.17,270.9,82.58,699.78,Soybean
Tomato,Saline,27.09,379.99,59.37,471.95,Rice
Potato,Loamy,36.4,277.92,104.19,503.93,Tomato
Soybean,Loamy,26.04,158.43,61.3,534.37,Chilli
Chilli,Saline,29.03,324.57,65.39,580.45,Rice
Bell Pepper,Clayey,31.47,368.15,54.5,532.0,Potato
Rice,Sandy,20.71,199.3,114.87,549.8,Soybean
Maize,Loamy,32.18,189.47,51.33,316.46,Bell Pepper
Maize,Clayey,26.89,157.04,97.27,493.78,Potato
Peach,Clayey,30.58,340.6,102.44,580.76,Potato
Soybean,Clayey,22.5,377.93,86.49,656.82,Maize
Potato,Sandy,26.72,272.2,77.76,508.73,Maize
Maize,Sandy,31.64,219.45,69.56,504.17,Maize
Soybean,Sandy,31.43,381.26,88.41,349.14,Soybean
Peach,Sandy,23.16,199.61,102.96,652.16,Soybean
Tomato,Sandy,28.29,255.88,97.87,671.62,Soybean
Soybean,Sandy,30.39,376.06,76.71,337.07,Maize
Soybean,Saline,21.62,396.95,76.56,304.98,Rice
Chilli,Clayey,31.99,216.15,54.68,608.24,Potato
Tomato,Clayey,24.63,387.86,115.72,495.45,Peach
Corn,Saline,38.4,270.39,103.83,512.96,Rice
Soybean,Loamy,25.37,308.99,102.99,652.83,Peach
Maize,Saline,35.75,339.96,116.31,554.76,Rice
Peach,Loamy,31.64,242.85,107.31,395.82,Tomato
Potato,Loamy,33.71,358.65,108.6,599.47,Tomato
Bell Pepper,Saline,38.04,380.76,93.16,470.32,Rice
Tomato,Saline,36.96,340.48,71.83,487.03,Rice
Rice,Sandy,22.55,179.17,77.39,652.21,Maize
Bell Pepper,Saline,38.67,163.33,100.97,375.13,Chilli
Bell Pepper,Sandy,22.77,225.36,89.12,526.36,Soybean
Maize,Saline,26.33,343.27,73.26,348.54,Rice
Bell Pepper,Saline,30.46,364.59,78.8,651.99,Rice
Peach,Loamy,38.67,252.49,112.56,651.75,Tomato
Bell Pepper,Saline,32.54,180.83,86.31,688.97,Chilli
Chilli,Loamy,37.5,336.65,111.94,341.73,Tomato
Soybean,Sandy,38.83,360.27,91.29,682.29,Soybean
Corn,Saline,34.97,177.31,88.17,606.87,Chilli
Maize,Sandy,29.64,256.18,117.8,681.71,Soybean
Chilli,Saline,27.76,310.56,55.6,500.52,Rice
Peach,Saline,25.5,338.4,80.94,582.37,Rice
Peach,Clayey,30.13,387.63,58.11,500.88,Potato
Potato,Saline,20.96,200.03,103.09,312.63,Chilli
Maize,Loamy,24.56,377.32,91.29,384.75,Bell Pepper
Maize,Sandy,27.17,362.11,76.16,489.05,Maize
Chilli,Clayey,37.07,275.65,77.61,606.89,Potato
Bell Pepper,Clayey,27.52,297.96,59.93,335.64,Corn
Soybean,Sandy,24.79,325.02,68.51,504.82,Maize
Bell Pepper,Sandy,35.65,374.14,103.73,554.39,Soybean
Potato,Clayey,38.86,288.81,107.6,522.04,Potato
Tomato,Saline,35.5,204.42,108.9,483.2,Chilli
Tomato,Clayey,22.52,256.83,53.87,509.0,Rice
Rice,Saline,26.41,233.02,63.18,693.13,Chilli
Chilli,Sandy,32.06,387.32,79.55,659.38,Maize
Potato,Saline,23.92,175.36,81.17,350.23,Chilli
Soybean,Saline,32.73,266.32,68.9,462.4,Rice
Maize,Saline,24.72,396.98,118.71,317.09,Rice
Peach,Loamy,30.85,276.15,114.75,442.1,Tomato
Potato,Saline,34.14,258.96,56.16,392.33,Rice
Soybean,Loamy,35.74,315.84,99.48,351.99,Tomato
Potato,Saline,36.01,206.29,64.95,353.97,Chilli
Bell Pepper,Saline,35.5,361.67,117.82,319.79,Rice
Rice,Loamy,22.74,268.99,97.68,661.62,Chilli
Soybean,Saline,39.79,253.29,54.99,651.13,Rice
Bell Pepper,Saline,35.44,256.15,52.79,494.83,Rice
Chilli,Loamy,22.08,320.74,72.42,340.47,Maize
Peach,Loamy,33.95,314.31,88.81,650.51,Tomato
Rice,Loamy,29.4,278.0,88.43,635.08,Bell Pepper
Soybean,Loamy,28.56,299.05,87.25,555.52,Maize
Soybean,Saline,33.53,366.58,102.98,612.42,Rice
Corn,Saline,23.36,351.87,106.05,472.48,Rice
Bell Pepper,Sandy,39.99,280.43,64.75,411.49,Maize
Maize,Saline,30.89,382.98,53.5,458.0,Rice
Chilli,Clayey,31.89,265.11,55.26,524.16,Potato
Chilli,Clayey,28.5,227.16,109.13,486.72,Potato
Soybean,Clayey,32.12,189.51,88.71,436.69,Potato
Chilli,Saline,33.28,206.13,76.44,624.27,Chilli
Rice,Clayey,26.91,319.22,101.19,493.09,Potato
Tomato,Saline,29.24,294.2,110.18,330.61,Rice
Corn,Loamy,25.11,182.72,97.34,525.97,Maize
Maize,Saline,35.44,269.51,53.49,600.29,Rice
Tomato,Sandy,34.75,188.4,113.5,440.01,Soybean
Tomato,Saline,36.22,251.18,80.88,429.47,Rice
Tomato,Clayey,34.06,210.76,81.51,481.66,Potato
Soybean,Loamy,20.4,272.16,112.03,489.72,Peach
Rice,Loamy,23.82,365.82,107.52,464.51,Rice
Maize,Loamy,27.77,224.42,109.05,458.81,Bell Pepper
Chilli,Sandy,24.68,393.19,53.41,466.61,Maize
Rice,Sandy,30.63,274.72,84.62,576.22,Soybean
Soybean,Sandy,37.96,193.55,109.83,332.04,Soybean
Corn,Clayey,34.76,316.76,103.61,496.24,Potato
Maize,Clayey,25.33,366.67,119.04,470.59,Potato
Corn,Sandy,27.95,269.72,81.16,386.34,Soybean
Potato,Saline,21.04,372.74,107.51,545.62,Rice
Peach,Sandy,20.12,343.08,114.34,439.41,Soybean
Corn,Sandy,28.5,178.58,74.75,329.61,Maize
Bell Pepper,Sandy,34.56,363.74,52.93,666.31,Maize
Peach,Loamy,37.22,178.55,59.16,554.71,Bell Pepper
Rice,Clayey,28.63,246.4,84.47,373.4,Corn
Soybean,Loamy,23.61,382.81,100.86,390.6,Corn
Tomato,Saline,25.23,217.22,79.71,485.92,Chilli
Peach,Saline,28.91,152.34,86.49,500.04,Chilli
Chilli,Clayey,32.99,256.8,111.94,695.6,Potato
Maize,Saline,30.86,385.34,66.9,622.89,Rice
Potato,Loamy,36.81,256.11,116.66,319.92,Tomato
Soybean,Loamy,20.37,176.86,58.02,399.56,Rice
Soybean,Loamy,39.84,254.93,84.77,696.65,Tomato
Potato,Saline,38.58,396.69,82.51,668.42,Rice
Chilli,Sandy,22.99,200.48,84.15,612.3,Soybean
Corn,Loamy,20.96,378.42,97.22,588.15,Bell Pepper
Chilli,Loamy,32.35,179.64,70.82,524.61,Bell Pepper
Chilli,Sandy,34.43,176.88,81.66,475.18,Soybean
Peach,Sandy,29.51,162.07,73.24,525.21,Maize
